Type	Stopped_Time	Activated_Time	Duration(s)	Daylight	
Keyboard	2021-09-07 15:21:47.213103	2021-09-07 15:21:55.442022	8.228919	Afternoon
Mouse	2021-09-07 15:21:54.691497	2021-09-07 15:22:02.668715	7.977218	Afternoon
Keyboard	2021-09-07 15:22:01.729168	2021-09-07 15:22:15.657666	13.928498	Afternoon
Mouse	2021-09-07 15:22:22.252700	2021-09-07 15:22:32.750748	10.498048	Afternoon
Keyboard	2021-09-07 15:22:19.316682	2021-09-07 15:23:43.198329	83.881647	Afternoon
Keyboard	2021-09-07 15:23:45.066992	2021-09-07 15:24:01.346692	16.2797	Afternoon
Mouse	2021-09-07 15:23:40.456892	2021-09-07 15:24:09.802453	29.345561	Afternoon
Keyboard	2021-09-07 15:24:02.257314	2021-09-07 15:24:17.205660	14.948346	Afternoon
Keyboard	2021-09-07 15:24:20.008908	2021-09-07 15:24:26.595337	6.586429	Afternoon
Mouse	2021-09-07 15:24:25.425289	2021-09-07 15:24:31.279290	5.854001	Afternoon
Mouse	2021-09-07 15:24:32.307592	2021-09-07 15:25:19.256422	46.94883	Afternoon
Mouse	2021-09-07 15:25:54.190520	2021-09-07 15:26:05.864104	11.673584	Afternoon
Keyboard	2021-09-07 15:24:32.286106	2021-09-07 15:26:08.833586	96.54748	Afternoon
Keyboard	2021-09-07 15:26:12.063402	2021-09-07 15:26:18.533914	6.470512	Afternoon
Keyboard	2021-09-07 15:26:19.340122	2021-09-07 15:26:45.030550	25.690428	Afternoon
Keyboard	2021-09-07 15:26:47.917425	2021-09-07 15:27:00.849115	12.93169	Afternoon
Mouse	2021-09-07 15:26:53.033564	2021-09-07 15:27:31.772469	38.738905	Afternoon
Mouse	2021-09-07 15:27:37.646239	2021-09-07 15:27:42.832129	5.18589	Afternoon
Mouse	2021-09-07 15:27:46.128792	2021-09-07 15:28:37.526818	51.398026	Afternoon
Keyboard	2021-09-07 15:27:31.011265	2021-09-07 15:28:58.468643	87.457378	Afternoon
Mouse	2021-09-07 15:28:57.189837	2021-09-07 15:29:04.040698	6.850861	Afternoon
Mouse	2021-09-07 15:29:09.287052	2021-09-07 15:29:16.498774	7.211722	Afternoon
Keyboard	2021-09-07 15:29:01.699719	2021-09-07 15:29:21.808681	20.108962	Afternoon
Mouse	2021-09-07 15:29:17.112578	2021-09-07 15:29:22.512375	5.399797	Afternoon
Mouse	2021-09-07 15:29:22.705724	2021-09-07 15:29:31.619505	8.913781	Afternoon
Keyboard	2021-09-07 15:29:28.446350	2021-09-07 15:29:44.746231	16.299881	Afternoon
Mouse	2021-09-07 15:29:46.330482	2021-09-07 15:29:56.479939	10.149457	Afternoon
Mouse	2021-09-07 15:30:14.080694	2021-09-07 15:30:23.413413	9.332719	Afternoon
Mouse	2021-09-07 15:30:30.690016	2021-09-07 15:30:38.445904	7.755888	Afternoon
Mouse	2021-09-07 15:30:40.659558	2021-09-07 15:30:47.194682	6.535124	Afternoon
Mouse	2021-09-07 15:31:02.752285	2021-09-07 15:31:23.531819	20.779534	Afternoon
Mouse	2021-09-07 15:31:23.675885	2021-09-07 15:31:28.927407	5.251522	Afternoon
Mouse	2021-09-07 15:31:31.644307	2021-09-07 15:31:46.953469	15.309162	Afternoon
Mouse	2021-09-07 15:32:34.722214	2021-09-07 15:32:41.307081	6.584867	Afternoon
Keyboard	2021-09-07 15:29:55.812938	2021-09-07 15:32:49.460258	173.64732	Afternoon
Mouse	2021-09-07 15:32:47.158647	2021-09-07 17:18:36.857641	6349.698994	Evening
Mouse	2021-09-07 17:19:56.849330	2021-09-07 17:20:10.838669	13.989339	Evening
Mouse	2021-09-07 17:20:12.019257	2021-09-07 17:20:24.997917	12.97866	Evening
Mouse	2021-09-07 17:20:44.926330	2021-09-07 17:21:23.015690	38.08936	Evening
Mouse	2021-09-07 17:21:47.737788	2021-09-07 17:21:54.356504	6.618716	Evening
Keyboard	2021-09-07 15:32:49.520807	2021-09-07 17:22:06.841060	6557.320253	Evening
Mouse	2021-09-07 17:22:17.815203	2021-09-07 17:22:24.773735	6.958532	Evening
Mouse	2021-09-07 17:22:29.221652	2021-09-07 17:22:34.900000	5.678348	Evening
Keyboard	2021-09-07 17:22:08.239410	2021-09-07 17:22:39.581340	31.34193	Evening
Keyboard	2021-09-07 17:22:40.460197	2021-09-07 17:22:59.301767	18.84157	Evening
Mouse	2021-09-07 17:22:58.143627	2021-09-07 17:23:11.277553	13.133926	Evening
Keyboard	2021-09-07 17:23:10.742434	2021-09-07 17:23:15.875891	5.133457	Evening
Keyboard	2021-09-07 17:23:15.875891	2021-09-07 17:23:28.684641	12.80875	Evening
Mouse	2021-09-07 17:23:27.799969	2021-09-07 17:23:37.020047	9.220078	Evening
Keyboard	2021-09-07 17:23:35.781843	2021-09-07 17:23:40.809843	5.028	Evening
Mouse	2021-09-07 17:23:41.930133	2021-09-07 17:23:47.600444	5.670311	Evening
Keyboard	2021-09-07 17:23:49.289814	2021-09-07 17:23:57.790248	8.500434	Evening
Mouse	2021-09-07 17:24:03.363089	2021-09-07 17:24:11.214203	7.851114	Evening
Keyboard	2021-09-07 17:23:58.246229	2021-09-07 17:24:22.305233	24.059004	Evening
Mouse	2021-09-07 17:24:21.519153	2021-09-07 17:24:33.375813	11.85666	Evening
Mouse	2021-09-07 17:24:39.111776	2021-09-07 17:24:55.266278	16.154502	Evening
Keyboard	2021-09-07 17:24:26.585280	2021-09-07 17:24:59.639984	33.054704	Evening
Keyboard	2021-09-07 17:25:03.689530	2021-09-07 17:25:09.447950	5.75842	Evening
Keyboard	2021-09-07 17:25:11.033786	2021-09-07 17:25:26.820862	15.787076	Evening
Mouse	2021-09-07 17:24:58.925188	2021-09-07 17:25:50.781287	51.856099	Evening
Keyboard	2021-09-07 17:25:32.913247	2021-09-07 17:26:07.503872	34.590625	Evening
Mouse	2021-09-07 17:25:59.955474	2021-09-07 17:26:35.937532	35.982058	Evening
Mouse	2021-09-07 17:26:40.315192	2021-09-07 17:26:50.126082	9.81089	Evening
Keyboard	2021-09-07 17:26:23.892405	2021-09-07 17:26:54.669732	30.777327	Evening
Keyboard	2021-09-07 17:26:55.180442	2021-09-07 17:27:06.682682	11.50224	Evening
Keyboard	2021-09-07 17:27:09.016469	2021-09-07 17:27:16.258241	7.241772	Evening
Mouse	2021-09-07 17:27:14.799303	2021-09-07 17:27:22.209963	7.41066	Evening
Keyboard	2021-09-07 17:27:37.798807	2021-09-07 17:27:43.273066	5.474259	Evening
Mouse	2021-09-07 17:28:03.033529	2021-09-07 17:28:09.843651	6.810122	Evening
Mouse	2021-09-07 17:28:13.768186	2021-09-07 17:28:22.524462	8.756276	Evening
Mouse	2021-09-07 17:28:24.549769	2021-09-07 17:28:33.787458	9.237689	Evening
Mouse	2021-09-07 17:29:00.283876	2021-09-07 17:29:12.898254	12.614378	Evening
Mouse	2021-09-07 17:29:28.471477	2021-09-07 17:29:33.636183	5.164706	Evening
Mouse	2021-09-07 17:29:35.142925	2021-09-07 17:30:13.305569	38.162644	Evening
Mouse	2021-09-07 17:30:13.362165	2021-09-07 17:30:20.300209	6.938044	Evening
Mouse	2021-09-07 17:30:25.768638	2021-09-07 17:30:38.799983	13.031345	Evening
Mouse	2021-09-07 17:30:42.067355	2021-09-07 17:30:48.864768	6.797413	Evening
Mouse	2021-09-07 17:31:35.956481	2021-09-07 17:31:41.315512	5.359031	Evening
Mouse	2021-09-07 17:31:46.393313	2021-09-07 17:32:34.198120	47.804807	Evening
Mouse	2021-09-07 17:32:40.268044	2021-09-07 17:32:50.025196	9.757152	Evening
Keyboard	2021-09-07 17:27:43.467390	2021-09-07 17:33:00.412993	316.945603	Evening
Mouse	2021-09-07 17:32:59.050496	2021-09-07 17:34:12.122328	73.071832	Evening
Mouse	2021-09-07 17:34:19.988026	2021-09-07 17:34:37.983943	17.995917	Evening
Keyboard	2021-09-07 17:33:16.872682	2021-09-07 17:34:44.411266	87.538584	Evening
Keyboard	2021-09-07 17:34:46.769546	2021-09-07 17:35:01.234407	14.464861	Evening
Mouse	2021-09-07 17:34:38.189984	2021-09-07 17:35:03.112221	24.922237	Evening
Mouse	2021-09-07 17:35:33.393511	2021-09-07 17:36:15.933741	42.54023	Evening
Mouse	2021-09-07 17:36:27.330694	2021-09-07 17:46:02.314205	574.983511	Evening
Mouse	2021-09-07 17:46:23.550152	2021-09-07 17:47:41.828343	78.278191	Evening
Mouse	2021-09-07 17:49:01.972630	2021-09-07 17:49:34.612140	32.63951	Evening
Keyboard	2021-09-07 17:35:01.983418	2021-09-07 17:50:00.223783	898.240365	Evening
Mouse	2021-09-07 17:49:58.941638	2021-09-07 17:50:11.382248	12.44061	Evening
Mouse	2021-09-07 17:50:37.081776	2021-09-07 17:50:48.476554	11.394778	Evening
Mouse	2021-09-07 17:51:10.314998	2021-09-07 17:51:18.639661	8.324663	Evening
Mouse	2021-09-07 17:53:06.237278	2021-09-07 17:53:11.837495	5.600217	Evening
Mouse	2021-09-07 17:53:21.113268	2021-09-07 17:53:37.779194	16.665926	Evening
Mouse	2021-09-07 17:53:44.690861	2021-09-07 17:53:56.047556	11.356695	Evening
Mouse	2021-09-07 17:54:49.644711	2021-09-07 17:55:04.336153	14.691442	Evening
Mouse	2021-09-07 17:58:18.160219	2021-09-07 17:58:25.947805	7.787586	Evening
Mouse	2021-09-07 17:58:27.706482	2021-09-07 17:58:36.617059	8.910577	Evening
Mouse	2021-09-07 17:59:30.534492	2021-09-07 17:59:41.134399	10.599907	Evening
Mouse	2021-09-07 18:00:22.175717	2021-09-07 18:00:30.069746	7.894029	Evening
Mouse	2021-09-07 18:00:31.377311	2021-09-07 18:00:41.690093	10.312782	Evening
Mouse	2021-09-07 18:01:43.628513	2021-09-07 18:02:00.117690	16.489177	Evening
Mouse	2021-09-07 18:02:19.018935	2021-09-07 18:02:30.658334	11.639399	Evening
Keyboard	2021-09-07 17:50:10.589329	2021-09-07 18:02:44.085325	753.495996	Evening
Mouse	2021-09-07 18:02:42.424298	2021-09-07 18:02:51.880725	9.456427	Evening
Mouse	2021-09-07 18:02:54.550476	2021-09-07 18:03:12.533701	17.983225	Evening
Mouse	2021-09-07 18:03:14.736683	2021-09-07 18:05:18.338150	123.601467	Evening
Mouse	2021-09-07 18:05:42.050497	2021-09-07 18:05:50.498214	8.447717	Evening
Mouse	2021-09-07 18:05:50.753064	2021-09-07 18:06:15.605968	24.852904	Evening
Mouse	2021-09-07 18:06:31.456526	2021-09-07 18:06:36.521621	5.065095	Evening
Mouse	2021-09-07 18:06:42.580807	2021-09-07 18:06:48.782554	6.201747	Evening
Mouse	2021-09-07 18:07:04.252267	2021-09-07 18:07:12.167781	7.915514	Evening
Mouse	2021-09-07 18:07:18.611701	2021-09-07 18:07:36.790224	18.178523	Evening
Mouse	2021-09-07 18:07:56.081959	2021-09-07 18:08:05.126302	9.044343	Evening
Mouse	2021-09-07 18:08:07.174996	2021-09-07 18:08:52.903516	45.72852	Evening
Mouse	2021-09-07 18:09:23.549992	2021-09-07 18:09:29.986103	6.436111	Evening
Mouse	2021-09-07 18:09:39.317538	2021-09-07 18:09:46.043670	6.726132	Evening
Mouse	2021-09-07 18:09:53.878127	2021-09-07 18:10:05.322713	11.444586	Evening
Mouse	2021-09-07 18:10:11.315488	2021-09-07 18:11:53.767918	102.45243	Evening
Mouse	2021-09-07 18:12:01.333840	2021-09-07 18:12:14.814440	13.4806	Evening
Mouse	2021-09-07 18:12:15.143500	2021-09-07 18:12:32.950955	17.807455	Evening
Mouse	2021-09-07 18:12:43.035271	2021-09-07 18:12:49.528029	6.492758	Evening
Mouse	2021-09-07 18:12:49.534855	2021-09-07 18:12:59.095766	9.560911	Evening
Mouse	2021-09-07 18:13:17.721526	2021-09-07 18:13:23.151843	5.430317	Evening
Mouse	2021-09-07 18:13:31.752857	2021-09-07 18:13:52.516728	20.763871	Evening
Mouse	2021-09-07 18:13:53.174876	2021-09-07 18:14:06.965987	13.791111	Evening
Mouse	2021-09-07 18:14:22.958127	2021-09-07 18:14:35.110670	12.152543	Evening
Mouse	2021-09-07 18:14:48.863710	2021-09-07 18:14:54.650454	5.786744	Evening
Mouse	2021-09-07 18:15:03.331521	2021-09-07 18:15:16.359008	13.027487	Evening
Mouse	2021-09-07 18:15:18.753385	2021-09-07 18:15:29.576910	10.822548	Evening
Mouse	2021-09-07 18:15:37.175056	2021-09-07 18:15:47.668525	10.493469	Evening
Mouse	2021-09-07 18:15:50.580449	2021-09-07 18:16:00.947950	10.367501	Evening
Mouse	2021-09-07 18:16:54.268755	2021-09-07 18:17:01.166751	6.897996	Evening
Mouse	2021-09-07 18:17:03.815997	2021-09-07 18:17:11.748105	7.932108	Evening
Mouse	2021-09-07 18:17:35.175317	2021-09-07 18:17:46.173635	10.998318	Evening
Mouse	2021-09-07 18:17:47.518276	2021-09-07 18:17:55.966969	8.448693	Evening
Mouse	2021-09-07 18:18:06.644005	2021-09-07 18:18:12.078228	5.434223	Evening
Mouse	2021-09-07 18:18:15.863143	2021-09-07 18:18:21.890101	6.026958	Evening
Mouse	2021-09-07 18:18:22.581464	2021-09-07 18:18:29.556602	6.975138	Evening
Mouse	2021-09-07 18:18:29.628868	2021-09-07 18:18:44.127935	14.499067	Evening
Mouse	2021-09-07 18:18:44.987257	2021-09-07 18:18:51.786643	6.799386	Evening
Mouse	2021-09-07 18:18:54.159528	2021-09-07 18:19:14.023726	19.864198	Evening
Mouse	2021-09-07 18:19:27.675857	2021-09-07 18:19:43.198298	15.522441	Evening
Mouse	2021-09-07 18:20:12.206205	2021-09-07 18:20:31.750855	19.54465	Evening
Mouse	2021-09-07 18:20:43.799886	2021-09-07 18:22:36.682311	112.882425	Evening
Mouse	2021-09-07 18:22:49.377787	2021-09-07 18:24:55.585282	126.207495	Evening
Mouse	2021-09-07 18:25:00.364805	2021-09-07 18:25:14.418577	14.053772	Evening
Mouse	2021-09-07 18:25:25.097584	2021-09-07 18:25:40.427656	15.330072	Evening
Mouse	2021-09-07 18:26:00.955640	2021-09-07 18:26:14.742842	13.787202	Evening
Mouse	2021-09-07 18:26:50.518916	2021-09-07 18:28:18.214432	87.695516	Evening
Mouse	2021-09-07 18:28:21.502306	2021-09-07 18:28:59.531224	38.028918	Evening
Mouse	2021-09-07 18:29:25.534344	2021-09-07 18:29:30.977358	5.443014	Evening
Mouse	2021-09-07 18:29:32.613972	2021-09-07 18:29:39.842998	7.229026	Evening
Mouse	2021-09-07 18:29:46.815221	2021-09-07 18:29:54.700445	7.885224	Evening
Mouse	2021-09-07 18:30:08.158568	2021-09-07 18:30:22.557063	14.398495	Evening
Mouse	2021-09-07 18:30:27.425892	2021-09-07 18:30:36.160684	8.734792	Evening
Mouse	2021-09-07 18:30:48.175541	2021-09-07 18:31:07.773895	19.598354	Evening
Mouse	2021-09-07 18:31:44.112388	2021-09-07 18:31:55.070680	10.958292	Evening
Mouse	2021-09-07 18:32:06.549428	2021-09-07 18:32:15.485383	8.935955	Evening
Mouse	2021-09-07 18:32:22.377518	2021-09-07 18:32:28.709145	6.331627	Evening
Mouse	2021-09-07 18:32:30.565519	2021-09-07 18:33:00.494218	29.928699	Evening
Mouse	2021-09-07 18:33:09.111831	2021-09-07 18:36:01.562709	172.450878	Evening
Mouse	2021-09-07 18:36:03.643639	2021-09-07 18:36:37.074107	33.430468	Evening
Mouse	2021-09-07 18:36:39.128664	2021-09-07 18:36:58.063980	18.935316	Evening
Mouse	2021-09-07 18:37:01.674096	2021-09-07 18:37:30.759189	29.085093	Evening
Mouse	2021-09-07 18:37:40.237093	2021-09-07 18:37:48.556856	8.319763	Evening
Mouse	2021-09-07 18:37:51.252955	2021-09-07 18:38:01.155640	9.902685	Evening
Keyboard	2021-09-07 18:02:51.546760	2021-09-07 18:38:12.715448	2121.168688	Evening
Mouse	2021-09-07 18:38:10.440202	2021-09-07 18:38:21.386767	10.946565	Evening
Keyboard	2021-09-07 18:38:20.378043	2021-09-07 18:38:37.858369	17.480326	Evening
Mouse	2021-09-07 18:40:11.955861	2021-09-07 18:40:31.450078	19.494217	Evening
Mouse	2021-09-07 18:40:36.581585	2021-09-07 18:40:53.526789	16.945204	Evening
Mouse	2021-09-07 18:41:00.346699	2021-09-07 18:41:08.916429	8.56973	Evening
Mouse	2021-09-07 18:41:14.362370	2021-09-07 18:41:21.708592	7.346222	Evening
Mouse	2021-09-07 18:41:26.455392	2021-09-07 18:41:47.274325	20.818933	Evening
Mouse	2021-09-07 18:41:47.581922	2021-09-07 18:41:58.361507	10.779585	Evening
Mouse	2021-09-07 18:41:58.504077	2021-09-07 18:42:04.587671	6.083594	Evening
Mouse	2021-09-07 18:42:20.205858	2021-09-07 18:42:31.185578	10.97972	Evening
Mouse	2021-09-07 18:42:50.503679	2021-09-07 18:42:57.318677	6.814998	Evening
Mouse	2021-09-07 18:43:15.894631	2021-09-07 18:43:20.902122	5.007491	Evening
Mouse	2021-09-07 18:43:25.597135	2021-09-07 18:43:35.088724	9.491589	Evening
Mouse	2021-09-07 18:43:35.800582	2021-09-07 18:43:47.257858	11.457276	Evening
Mouse	2021-09-07 18:44:27.128352	2021-09-07 18:44:37.661490	10.533138	Evening
Mouse	2021-09-07 18:44:55.082045	2021-09-07 18:45:55.813348	60.731303	Evening
Keyboard	2021-09-07 18:38:45.436008	2021-09-07 18:46:05.204322	439.768314	Evening
Mouse	2021-09-07 18:46:11.940233	2021-09-07 18:46:16.980727	5.040494	Evening
Mouse	2021-09-07 18:46:18.112730	2021-09-07 18:46:30.214255	12.101525	Evening
Mouse	2021-09-07 18:46:49.065143	2021-09-07 18:47:11.114249	22.049106	Evening
Mouse	2021-09-07 18:47:25.002607	2021-09-07 18:54:21.298355	416.295748	Evening
Mouse	2021-09-07 18:54:30.158963	2021-09-07 18:56:17.590406	107.431443	Evening
Mouse	2021-09-07 18:56:30.033620	2021-09-07 19:00:01.190010	211.15639	Evening
Mouse	2021-09-08 08:06:06.238502	2021-09-08 08:06:38.525490	32.286988	Morning
Mouse	2021-09-08 08:06:40.425757	2021-09-08 08:06:46.580656	6.154899	Morning
Keyboard	2021-09-08 08:05:29.690496	2021-09-08 08:07:18.624767	108.934271	Morning
Mouse	2021-09-08 08:07:17.393398	2021-09-08 08:07:29.651405	12.258007	Morning
Keyboard	2021-09-08 08:07:30.274409	2021-09-08 08:07:37.098193	6.823784	Morning
Mouse	2021-09-08 08:07:56.815905	2021-09-08 08:10:53.929129	177.113224	Morning
Keyboard	2021-09-08 08:07:37.249550	2021-09-08 08:10:59.827189	202.577639	Morning
Keyboard	2021-09-08 08:11:01.493101	2021-09-08 08:11:31.363258	29.870157	Morning
Mouse	2021-09-08 08:12:41.768912	2021-09-08 08:12:47.091814	5.322902	Morning
Mouse	2021-09-08 08:12:54.486843	2021-09-08 08:13:00.009927	5.523084	Morning
Mouse	2021-09-08 08:13:00.550909	2021-09-08 08:15:22.518386	141.967477	Morning
Mouse	2021-09-08 08:15:27.331718	2021-09-08 08:16:25.603380	58.271662	Morning
Mouse	2021-09-08 08:17:59.050569	2021-09-08 08:18:04.820680	5.770111	Morning
Mouse	2021-09-08 08:18:51.691685	2021-09-08 08:18:59.487085	7.7954	Morning
Mouse	2021-09-08 08:19:02.535719	2021-09-08 08:19:11.203150	8.667431	Morning
Mouse	2021-09-08 08:19:12.612223	2021-09-08 08:19:18.444859	5.832636	Morning
Mouse	2021-09-08 08:19:37.690730	2021-09-08 08:20:01.659867	23.969137	Morning
Mouse	2021-09-08 08:20:06.642970	2021-09-08 08:20:35.650856	29.007886	Morning
Mouse	2021-09-08 08:20:36.097114	2021-09-08 08:21:46.451009	70.353895	Morning
Mouse	2021-09-08 08:21:50.003515	2021-09-08 08:22:06.086471	16.082956	Morning
Mouse	2021-09-08 08:22:08.925156	2021-09-08 08:22:16.715674	7.790518	Morning
Mouse	2021-09-08 08:22:16.972505	2021-09-08 08:22:23.088310	6.115805	Morning
Mouse	2021-09-08 08:22:26.675975	2021-09-08 08:23:02.545747	35.869772	Morning
Mouse	2021-09-08 08:23:14.518613	2021-09-08 08:29:21.999805	367.481192	Morning
Mouse	2021-09-08 08:30:09.747700	2021-09-08 08:30:18.184083	8.436383	Morning
Mouse	2021-09-08 08:30:55.121171	2021-09-08 08:31:03.445835	8.324664	Morning
Mouse	2021-09-08 08:31:19.776829	2021-09-08 08:31:32.842393	13.065564	Morning
Mouse	2021-09-08 08:32:01.590551	2021-09-08 08:32:06.755257	5.164706	Morning
Mouse	2021-09-08 08:32:21.512126	2021-09-08 08:32:34.469305	12.957179	Morning
Mouse	2021-09-08 08:32:56.106592	2021-09-08 08:33:45.898483	49.791891	Morning
Mouse	2021-09-08 08:33:47.340774	2021-09-08 08:34:16.669961	29.329187	Morning
Mouse	2021-09-08 08:34:19.714678	2021-09-08 08:34:26.031656	6.316978	Morning
Mouse	2021-09-08 08:34:33.762610	2021-09-08 08:34:44.903497	11.140887	Morning
Mouse	2021-09-08 08:34:44.918180	2021-09-08 08:34:52.176467	7.258287	Morning
Mouse	2021-09-08 08:34:57.104865	2021-09-08 08:35:07.889330	10.784465	Morning
Mouse	2021-09-08 08:35:08.667628	2021-09-08 08:36:06.658038	57.99041	Morning
Mouse	2021-09-08 08:36:28.292385	2021-09-08 08:36:36.125915	7.83353	Morning
Mouse	2021-09-08 08:36:41.620646	2021-09-08 08:37:10.358232	28.737586	Morning
Mouse	2021-09-08 08:37:10.512522	2021-09-08 08:37:48.305534	37.793012	Morning
Mouse	2021-09-08 08:37:49.621891	2021-09-08 08:39:27.753272	98.131381	Morning
Mouse	2021-09-08 08:39:29.918171	2021-09-08 08:40:11.675264	41.757093	Morning
Mouse	2021-09-08 08:40:17.932711	2021-09-08 08:40:39.346381	21.41367	Morning
Mouse	2021-09-08 08:40:45.887166	2021-09-08 08:40:53.324157	7.436991	Morning
Mouse	2021-09-08 08:40:53.339782	2021-09-08 09:01:04.245207	1210.905425	Morning
Mouse	2021-09-08 09:01:06.386670	2021-09-08 09:02:13.644086	67.257416	Morning
Mouse	2021-09-08 09:03:00.902791	2021-09-08 09:03:06.663153	5.760362	Morning
Mouse	2021-09-08 09:03:06.838924	2021-09-08 09:03:24.861784	18.02286	Morning
Mouse	2021-09-08 09:03:31.448224	2021-09-08 09:03:37.503534	6.05531	Morning
Mouse	2021-09-08 09:03:40.058024	2021-09-08 09:03:49.564252	9.506228	Morning
Mouse	2021-09-08 09:03:53.089417	2021-09-08 09:04:12.626254	19.536837	Morning
Mouse	2021-09-08 09:04:20.074995	2021-09-08 09:04:27.924155	7.84916	Morning
Mouse	2021-09-08 09:04:36.074981	2021-09-08 09:04:42.564765	6.489784	Morning
Mouse	2021-09-08 09:04:48.136675	2021-09-08 09:04:58.049127	9.912452	Morning
Mouse	2021-09-08 09:04:58.089161	2021-09-08 09:06:17.692648	79.603487	Morning
Keyboard	2021-09-08 08:11:41.035504	2021-09-08 09:06:47.497372	3306.461868	Morning
Mouse	2021-09-08 09:07:01.543348	2021-09-08 09:07:07.894503	6.351155	Morning
Keyboard	2021-09-08 09:06:48.145768	2021-09-08 09:07:12.710601	24.564833	Morning
Mouse	2021-09-08 09:07:09.671737	2021-09-08 09:07:29.032814	19.361077	Morning
Keyboard	2021-09-08 09:07:28.318003	2021-09-08 09:07:43.901963	15.58396	Morning
Mouse	2021-09-08 09:07:42.198995	2021-09-08 09:07:53.859349	11.660354	Morning
Mouse	2021-09-08 09:08:10.512568	2021-09-08 09:08:16.485852	5.973284	Morning
Keyboard	2021-09-08 09:07:53.475569	2021-09-08 09:08:19.082329	25.60676	Morning
Mouse	2021-09-08 09:08:21.495263	2021-09-08 09:08:31.353029	9.857766	Morning
Mouse	2021-09-08 09:08:48.980806	2021-09-08 09:09:36.129155	47.148349	Morning
Keyboard	2021-09-08 09:08:19.477812	2021-09-08 09:09:37.901504	78.423692	Morning
Mouse	2021-09-08 09:10:02.355993	2021-09-08 09:10:40.026433	37.67044	Morning
Keyboard	2021-09-08 09:09:38.656339	2021-09-08 09:11:13.494994	94.838655	Morning
Mouse	2021-09-08 09:11:08.089140	2021-09-08 09:11:14.548639	6.459499	Morning
Mouse	2021-09-08 09:11:24.621243	2021-09-08 09:11:32.900005	8.278762	Morning
Mouse	2021-09-08 09:11:39.010977	2021-09-08 09:11:46.001706	6.990729	Morning
Keyboard	2021-09-08 09:11:13.942232	2021-09-08 09:12:02.831686	48.889454	Morning
Mouse	2021-09-08 09:11:52.887005	2021-09-08 09:12:03.750568	10.863563	Morning
Mouse	2021-09-08 09:12:03.870676	2021-09-08 09:12:10.346835	6.476159	Morning
Keyboard	2021-09-08 09:12:09.525588	2021-09-08 09:13:01.833159	52.307571	Morning
Mouse	2021-09-08 09:13:00.479777	2021-09-08 09:13:07.408991	6.929214	Morning
Keyboard	2021-09-08 09:13:04.447249	2021-09-08 09:13:10.006466	5.559217	Morning
Mouse	2021-09-08 09:13:37.669734	2021-09-08 09:13:45.598915	7.929181	Morning
Keyboard	2021-09-08 09:13:12.070785	2021-09-08 09:14:16.072548	64.001763	Morning
Keyboard	2021-09-08 09:14:43.572833	2021-09-08 09:14:52.897430	9.324597	Morning
Mouse	2021-09-08 09:14:50.714955	2021-09-08 09:14:55.827908	5.112953	Morning
Keyboard	2021-09-08 09:15:00.663538	2021-09-08 09:15:05.928824	5.265286	Morning
Keyboard	2021-09-08 09:15:18.479779	2021-09-08 09:15:33.948514	15.468735	Morning
Mouse	2021-09-08 09:15:44.823794	2021-09-08 09:16:28.908912	44.085118	Morning
Mouse	2021-09-08 09:16:34.261059	2021-09-08 09:18:31.799450	117.538391	Morning
Keyboard	2021-09-08 09:15:34.556876	2021-09-08 09:18:32.856009	178.299133	Morning
Mouse	2021-09-08 09:19:07.636010	2021-09-08 09:19:13.901232	6.265222	Morning
Mouse	2021-09-08 09:19:23.761939	2021-09-08 09:19:28.880743	5.118804	Morning
Mouse	2021-09-08 09:19:33.763245	2021-09-08 09:19:39.432086	5.668841	Morning
Mouse	2021-09-08 09:20:02.839764	2021-09-08 09:20:13.897651	11.057887	Morning
Mouse	2021-09-08 09:20:17.292945	2021-09-08 09:20:22.425427	5.132482	Morning
Mouse	2021-09-08 09:20:28.949423	2021-09-08 09:20:37.056325	8.106902	Morning
Mouse	2021-09-08 09:20:37.073939	2021-09-08 09:20:43.577439	6.5035	Morning
Mouse	2021-09-08 09:21:03.200161	2021-09-08 09:21:08.672466	5.472305	Morning
Mouse	2021-09-08 09:21:08.683234	2021-09-08 09:21:14.188716	5.505482	Morning
Mouse	2021-09-08 09:21:23.589481	2021-09-08 09:21:29.238534	5.649053	Morning
Mouse	2021-09-08 09:21:45.276617	2021-09-08 09:22:28.662463	43.385846	Morning
Mouse	2021-09-08 09:23:10.808648	2021-09-08 09:23:17.019079	6.210431	Morning
Mouse	2021-09-08 09:23:25.120599	2021-09-08 09:23:33.543001	8.422402	Morning
Mouse	2021-09-08 09:23:37.355369	2021-09-08 09:23:44.110661	6.755292	Morning
Keyboard	2021-09-08 09:18:34.240685	2021-09-08 09:24:08.807051	334.566366	Morning
Mouse	2021-09-08 09:24:05.372596	2021-09-08 09:25:01.181088	55.808492	Morning
Mouse	2021-09-08 09:25:01.387618	2021-09-08 09:25:32.871253	31.483635	Morning
Keyboard	2021-09-08 09:24:22.953940	2021-09-08 09:26:17.223356	114.269416	Morning
Keyboard	2021-09-08 09:26:19.070651	2021-09-08 09:27:01.665223	42.594572	Morning
Mouse	2021-09-08 09:26:48.651812	2021-09-08 09:28:27.393450	98.741638	Morning
Mouse	2021-09-08 09:28:28.464822	2021-09-08 09:28:47.665176	19.200354	Morning
Mouse	2021-09-08 09:28:49.917450	2021-09-08 09:29:00.018093	10.100643	Morning
