Time	App_Name	BG_App_Cnt	Daylight	
2021-09-08 11:31:40.264852	explorer.exe	9	Afternoon
2021-09-08 11:31:40.429879	explorer.exe	9	Afternoon
2021-09-08 11:31:40.837107	explorer.exe	9	Afternoon
2021-09-08 11:31:40.838058	msedge.exe	9	Afternoon
2021-09-08 11:31:44.338416	explorer.exe	9	Afternoon
2021-09-08 11:31:44.512776	explorer.exe	9	Afternoon
2021-09-08 11:31:44.561603	devenv.exe	9	Afternoon
2021-09-08 11:31:53.301083	explorer.exe	9	Afternoon
2021-09-08 11:31:53.499315	explorer.exe	9	Afternoon
2021-09-08 11:31:53.537397	msedge.exe	9	Afternoon
2021-09-08 11:32:09.879172	explorer.exe	9	Afternoon
2021-09-08 11:32:10.066659	explorer.exe	9	Afternoon
2021-09-08 11:32:10.473866	devenv.exe	9	Afternoon
2021-09-08 11:32:11.719433	explorer.exe	9	Afternoon
2021-09-08 11:32:14.256154	devenv.exe	9	Afternoon
2021-09-08 11:32:42.460005	explorer.exe	9	Afternoon
2021-09-08 11:32:44.156972	explorer.exe	9	Afternoon
2021-09-08 11:32:44.972851	explorer.exe	9	Afternoon
2021-09-08 11:32:45.134951	explorer.exe	9	Afternoon
2021-09-08 11:32:45.409397	devenv.exe	9	Afternoon
2021-09-08 11:32:47.399797	explorer.exe	9	Afternoon
2021-09-08 11:32:47.589950	explorer.exe	9	Afternoon
2021-09-08 11:32:48.057375	explorer.exe	9	Afternoon
2021-09-08 11:32:52.123008	devenv.exe	9	Afternoon
2021-09-08 11:33:16.834168	msedge.exe	9	Afternoon
2021-09-08 11:34:20.868736	msedge.exe	9	Afternoon
2021-09-08 11:34:30.842746	msedge.exe	9	Afternoon
2021-09-08 11:34:32.116189	explorer.exe	9	Afternoon
2021-09-08 11:34:36.567413	msedge.exe	9	Afternoon
2021-09-08 11:34:39.787814	explorer.exe	9	Afternoon
2021-09-08 11:34:40.383065	explorer.exe	9	Afternoon
2021-09-08 11:34:41.064662	explorer.exe	9	Afternoon
2021-09-08 11:34:41.179428	explorer.exe	9	Afternoon
2021-09-08 11:34:42.397440	devenv.exe	9	Afternoon
2021-09-08 11:34:45.948950	explorer.exe	9	Afternoon
2021-09-08 11:34:50.986918	devenv.exe	9	Afternoon
2021-09-08 11:34:51.728348	explorer.exe	9	Afternoon
2021-09-08 11:34:51.860177	explorer.exe	9	Afternoon
2021-09-08 11:34:51.926117	explorer.exe	9	Afternoon
2021-09-08 11:34:54.141066	devenv.exe	9	Afternoon
2021-09-08 11:35:39.717711	explorer.exe	9	Afternoon
2021-09-08 11:35:39.879347	explorer.exe	9	Afternoon
2021-09-08 11:35:41.164006	msedge.exe	9	Afternoon
2021-09-08 11:35:56.816664	explorer.exe	9	Afternoon
2021-09-08 11:35:57.412415	devenv.exe	9	Afternoon
2021-09-08 11:36:03.786072	explorer.exe	9	Afternoon
2021-09-08 11:36:03.963341	explorer.exe	9	Afternoon
2021-09-08 11:36:05.822457	devenv.exe	9	Afternoon
2021-09-08 11:36:09.160746	msedge.exe	9	Afternoon
2021-09-08 11:36:24.494531	devenv.exe	9	Afternoon
2021-09-08 11:36:31.242971	explorer.exe	9	Afternoon
2021-09-08 11:36:32.347905	msedge.exe	9	Afternoon
2021-09-08 12:10:54.470450	WINWORD.EXE	9	Afternoon
2021-09-08 12:10:57.706508	explorer.exe	9	Afternoon
2021-09-08 12:10:57.906754	explorer.exe	9	Afternoon
2021-09-08 12:10:58.535727	msedge.exe	9	Afternoon
2021-09-08 12:11:01.507787	devenv.exe	9	Afternoon
2021-09-08 12:11:19.595057	explorer.exe	9	Afternoon
2021-09-08 12:11:19.771873	explorer.exe	9	Afternoon
2021-09-08 12:11:21.053080	msedge.exe	9	Afternoon
2021-09-08 12:11:39.364803	explorer.exe	9	Afternoon
2021-09-08 12:11:39.971318	devenv.exe	9	Afternoon
2021-09-08 12:12:02.977785	explorer.exe	9	Afternoon
2021-09-08 12:12:03.205310	explorer.exe	9	Afternoon
2021-09-08 12:12:03.587121	msedge.exe	9	Afternoon
2021-09-08 12:12:04.265773	explorer.exe	9	Afternoon
2021-09-08 12:12:04.754085	msedge.exe	9	Afternoon
2021-09-08 12:12:05.858275	explorer.exe	9	Afternoon
2021-09-08 12:12:06.046460	explorer.exe	9	Afternoon
2021-09-08 12:12:06.594848	devenv.exe	9	Afternoon
2021-09-08 12:12:12.284504	explorer.exe	9	Afternoon
2021-09-08 12:12:12.462227	explorer.exe	9	Afternoon
2021-09-08 12:12:13.453516	msedge.exe	9	Afternoon
2021-09-08 12:12:34.342531	WINWORD.EXE	9	Afternoon
2021-09-08 12:13:34.956065	explorer.exe	9	Afternoon
2021-09-08 12:13:35.612399	msedge.exe	9	Afternoon
2021-09-08 12:13:35.995686	explorer.exe	9	Afternoon
2021-09-08 12:13:36.144114	explorer.exe	9	Afternoon
2021-09-08 12:13:38.598912	msedge.exe	9	Afternoon
2021-09-08 12:13:53.440304	explorer.exe	9	Afternoon
2021-09-08 12:13:53.603581	explorer.exe	9	Afternoon
2021-09-08 12:13:55.536982	WINWORD.EXE	9	Afternoon
2021-09-08 12:13:56.516540	explorer.exe	9	Afternoon
2021-09-08 12:13:56.708103	explorer.exe	9	Afternoon
2021-09-08 12:13:57.799976	msedge.exe	9	Afternoon
2021-09-08 12:14:40.350980	explorer.exe	9	Afternoon
2021-09-08 12:14:40.514569	explorer.exe	9	Afternoon
2021-09-08 12:14:42.025821	devenv.exe	9	Afternoon
2021-09-08 12:15:10.315683	explorer.exe	9	Afternoon
2021-09-08 12:15:10.492428	explorer.exe	9	Afternoon
2021-09-08 12:15:10.638484	msedge.exe	9	Afternoon
2021-09-08 12:15:14.902487	explorer.exe	9	Afternoon
2021-09-08 12:15:15.278439	devenv.exe	9	Afternoon
2021-09-08 12:15:21.104410	explorer.exe	9	Afternoon
2021-09-08 12:15:21.297719	explorer.exe	9	Afternoon
2021-09-08 12:15:21.362472	msedge.exe	9	Afternoon
2021-09-08 12:16:47.177739	WINWORD.EXE	9	Afternoon
2021-09-08 12:16:57.991709	explorer.exe	9	Afternoon
2021-09-08 12:16:58.526920	msedge.exe	9	Afternoon
2021-09-08 12:17:52.994520	explorer.exe	9	Afternoon
2021-09-08 12:17:53.126351	explorer.exe	9	Afternoon
2021-09-08 12:17:53.586328	msedge.exe	9	Afternoon
2021-09-08 12:17:54.853452	explorer.exe	9	Afternoon
2021-09-08 12:17:54.977003	explorer.exe	9	Afternoon
2021-09-08 12:17:55.207972	msedge.exe	9	Afternoon
2021-09-08 12:17:55.988285	explorer.exe	9	Afternoon
2021-09-08 12:17:56.114764	explorer.exe	9	Afternoon
2021-09-08 12:17:56.165086	msedge.exe	9	Afternoon
2021-09-08 12:17:56.728617	explorer.exe	9	Afternoon
2021-09-08 12:17:56.869233	explorer.exe	9	Afternoon
2021-09-08 12:17:57.400013	WINWORD.EXE	9	Afternoon
2021-09-08 12:19:00.977235	msedge.exe	9	Afternoon
2021-09-08 12:19:02.001771	WINWORD.EXE	9	Afternoon
2021-09-08 12:19:08.393991	msedge.exe	9	Afternoon
2021-09-08 12:20:40.687410	devenv.exe	9	Afternoon
2021-09-08 12:20:48.505280	vsgraphics.exe	9	Afternoon
2021-09-08 12:20:50.902465	devenv.exe	9	Afternoon
2021-09-08 12:20:56.246911	explorer.exe	9	Afternoon
2021-09-08 12:20:56.518545	explorer.exe	9	Afternoon
2021-09-08 12:20:56.892083	explorer.exe	9	Afternoon
2021-09-08 12:20:56.898919	msedge.exe	9	Afternoon
2021-09-08 12:21:50.154488	explorer.exe	9	Afternoon
2021-09-08 12:21:51.023194	devenv.exe	9	Afternoon
2021-09-08 12:21:55.370972	vsgraphics.exe	9	Afternoon
2021-09-08 12:21:55.837370	devenv.exe	9	Afternoon
2021-09-08 12:21:59.693480	explorer.exe	9	Afternoon
2021-09-08 12:21:59.915361	explorer.exe	9	Afternoon
2021-09-08 12:22:00.504722	msedge.exe	9	Afternoon
2021-09-08 12:28:00.238671	explorer.exe	9	Afternoon
2021-09-08 12:28:04.635177	msedge.exe	9	Afternoon
2021-09-08 12:28:08.441466	explorer.exe	9	Afternoon
2021-09-08 12:28:10.261866	ApplicationFrameHost.exe	9	Afternoon
2021-09-08 12:28:19.608905	explorer.exe	9	Afternoon
2021-09-08 12:28:20.990870	msedge.exe	9	Afternoon
2021-09-08 12:28:38.864550	explorer.exe	9	Afternoon
2021-09-08 12:29:01.978576	devenv.exe	9	Afternoon
2021-09-08 12:29:04.375671	explorer.exe	9	Afternoon
2021-09-08 12:29:04.742191	explorer.exe	9	Afternoon
2021-09-08 12:29:04.766149	explorer.exe	9	Afternoon
2021-09-08 12:29:07.715644	devenv.exe	9	Afternoon
2021-09-08 12:30:22.354418	msedge.exe	9	Afternoon
2021-09-08 12:32:07.585668	explorer.exe	9	Afternoon
2021-09-08 12:32:07.785965	explorer.exe	9	Afternoon
2021-09-08 12:32:08.891245	devenv.exe	9	Afternoon
2021-09-08 12:32:24.573434	explorer.exe	9	Afternoon
2021-09-08 12:32:24.821241	explorer.exe	9	Afternoon
2021-09-08 12:32:26.769382	devenv.exe	9	Afternoon
2021-09-08 12:32:44.075677	explorer.exe	9	Afternoon
2021-09-08 12:32:44.311015	explorer.exe	9	Afternoon
2021-09-08 12:32:44.675248	msedge.exe	9	Afternoon
2021-09-08 12:32:46.208114	explorer.exe	9	Afternoon
2021-09-08 12:32:46.382908	explorer.exe	9	Afternoon
2021-09-08 12:32:46.414155	devenv.exe	9	Afternoon
2021-09-08 12:32:52.015790	explorer.exe	9	Afternoon
2021-09-08 12:32:52.259198	explorer.exe	9	Afternoon
2021-09-08 12:32:52.396154	msedge.exe	9	Afternoon
2021-09-08 12:32:54.642055	explorer.exe	9	Afternoon
2021-09-08 12:32:54.825638	explorer.exe	9	Afternoon
2021-09-08 12:32:54.924481	devenv.exe	9	Afternoon
2021-09-08 12:33:06.256309	explorer.exe	9	Afternoon
2021-09-08 12:33:06.506300	explorer.exe	9	Afternoon
2021-09-08 12:33:09.062443	msedge.exe	9	Afternoon
2021-09-08 12:33:13.894445	explorer.exe	9	Afternoon
2021-09-08 12:33:13.895421	explorer.exe	9	Afternoon
2021-09-08 12:33:14.101514	devenv.exe	9	Afternoon
2021-09-08 12:33:15.275449	explorer.exe	9	Afternoon
2021-09-08 12:33:15.505900	explorer.exe	9	Afternoon
2021-09-08 12:33:15.556679	msedge.exe	9	Afternoon
2021-09-08 12:33:15.867218	explorer.exe	9	Afternoon
2021-09-08 12:33:16.130531	explorer.exe	9	Afternoon
2021-09-08 12:33:16.185367	devenv.exe	9	Afternoon
2021-09-08 12:33:17.936316	explorer.exe	9	Afternoon
2021-09-08 12:33:18.138967	explorer.exe	9	Afternoon
2021-09-08 12:33:18.205372	msedge.exe	9	Afternoon
2021-09-08 12:33:38.607928	explorer.exe	9	Afternoon
2021-09-08 12:33:38.781847	explorer.exe	9	Afternoon
2021-09-08 12:33:40.837977	msedge.exe	9	Afternoon
2021-09-08 12:33:57.050001	explorer.exe	9	Afternoon
2021-09-08 12:33:57.228751	explorer.exe	9	Afternoon
2021-09-08 12:33:58.843989	devenv.exe	9	Afternoon
2021-09-08 12:34:00.606551	msedge.exe	9	Afternoon
2021-09-08 12:34:38.716386	explorer.exe	9	Afternoon
2021-09-08 12:34:38.865790	explorer.exe	9	Afternoon
2021-09-08 12:34:39.655049	devenv.exe	9	Afternoon
2021-09-08 12:35:19.799693	explorer.exe	9	Afternoon
2021-09-08 12:35:19.963342	explorer.exe	9	Afternoon
2021-09-08 12:35:20.578537	msedge.exe	9	Afternoon
2021-09-08 12:35:25.416130	explorer.exe	9	Afternoon
2021-09-08 12:35:27.335908	devenv.exe	9	Afternoon
2021-09-08 12:35:34.614427	explorer.exe	9	Afternoon
2021-09-08 12:35:34.824891	explorer.exe	9	Afternoon
2021-09-08 12:35:35.126276	msedge.exe	9	Afternoon
2021-09-08 12:35:36.486938	explorer.exe	9	Afternoon
2021-09-08 12:35:36.617803	explorer.exe	9	Afternoon
2021-09-08 12:35:36.657830	devenv.exe	9	Afternoon
2021-09-08 12:36:33.001090	explorer.exe	9	Afternoon
2021-09-08 12:36:33.159399	explorer.exe	9	Afternoon
2021-09-08 12:36:33.659364	msedge.exe	9	Afternoon
2021-09-08 12:36:36.727301	explorer.exe	9	Afternoon
2021-09-08 12:36:36.829372	devenv.exe	9	Afternoon
2021-09-08 12:36:39.504263	explorer.exe	9	Afternoon
2021-09-08 12:36:39.693357	explorer.exe	9	Afternoon
2021-09-08 12:36:39.767114	msedge.exe	9	Afternoon
2021-09-08 12:36:41.648021	explorer.exe	9	Afternoon
2021-09-08 12:36:41.791565	explorer.exe	9	Afternoon
2021-09-08 12:36:41.950734	devenv.exe	9	Afternoon
2021-09-08 12:38:36.782529	explorer.exe	9	Afternoon
2021-09-08 12:38:36.986624	explorer.exe	9	Afternoon
2021-09-08 12:38:37.642364	msedge.exe	9	Afternoon
2021-09-08 12:38:44.537353	explorer.exe	9	Afternoon
2021-09-08 12:38:44.796749	explorer.exe	9	Afternoon
2021-09-08 12:38:44.937368	msedge.exe	9	Afternoon
2021-09-08 12:38:45.847259	explorer.exe	9	Afternoon
2021-09-08 12:38:46.443496	devenv.exe	9	Afternoon
2021-09-08 12:38:59.724269	explorer.exe	9	Afternoon
2021-09-08 12:38:59.926405	explorer.exe	9	Afternoon
2021-09-08 12:39:00.018337	msedge.exe	9	Afternoon
2021-09-08 12:39:00.845491	explorer.exe	9	Afternoon
2021-09-08 12:39:00.990525	explorer.exe	9	Afternoon
2021-09-08 12:39:01.582432	msedge.exe	9	Afternoon
2021-09-08 12:40:53.691511	explorer.exe	9	Afternoon
2021-09-08 12:40:53.853614	explorer.exe	9	Afternoon
2021-09-08 12:40:56.708904	msedge.exe	9	Afternoon
2021-09-08 12:42:02.380473	explorer.exe	9	Afternoon
2021-09-08 12:42:02.729087	msedge.exe	9	Afternoon
2021-09-08 12:42:03.693866	explorer.exe	9	Afternoon
2021-09-08 12:42:03.828622	explorer.exe	9	Afternoon
2021-09-08 12:42:04.939881	msedge.exe	9	Afternoon
2021-09-08 12:42:05.617570	explorer.exe	9	Afternoon
2021-09-08 12:42:05.739634	explorer.exe	9	Afternoon
2021-09-08 12:42:06.395840	devenv.exe	9	Afternoon
2021-09-08 12:42:12.425729	explorer.exe	9	Afternoon
2021-09-08 12:42:12.630791	explorer.exe	9	Afternoon
2021-09-08 12:42:13.476443	msedge.exe	9	Afternoon
2021-09-08 12:42:13.912939	explorer.exe	9	Afternoon
2021-09-08 12:42:14.034035	explorer.exe	9	Afternoon
2021-09-08 12:42:14.677539	msedge.exe	9	Afternoon
2021-09-08 12:42:15.425538	explorer.exe	9	Afternoon
2021-09-08 12:42:16.082736	explorer.exe	9	Afternoon
2021-09-08 12:42:16.083702	msedge.exe	9	Afternoon
2021-09-08 12:42:16.315129	explorer.exe	9	Afternoon
2021-09-08 12:42:16.440122	explorer.exe	9	Afternoon
2021-09-08 12:42:17.159803	msedge.exe	9	Afternoon
2021-09-08 12:42:21.720058	explorer.exe	9	Afternoon
2021-09-08 12:42:23.161370	devenv.exe	9	Afternoon
2021-09-08 12:42:55.284313	explorer.exe	9	Afternoon
2021-09-08 12:42:55.504026	explorer.exe	9	Afternoon
2021-09-08 12:42:56.002042	msedge.exe	9	Afternoon
2021-09-08 12:44:52.220189	explorer.exe	9	Afternoon
2021-09-08 12:44:52.442833	explorer.exe	9	Afternoon
2021-09-08 12:44:55.804918	msedge.exe	9	Afternoon
2021-09-08 12:45:04.258552	devenv.exe	9	Afternoon
2021-09-08 12:46:22.037683	explorer.exe	9	Afternoon
2021-09-08 12:46:22.291572	explorer.exe	9	Afternoon
2021-09-08 12:46:22.733933	msedge.exe	9	Afternoon
2021-09-08 12:47:00.189536	explorer.exe	9	Afternoon
2021-09-08 12:47:01.209993	ShellExperienceHost.exe	9	Afternoon
2021-09-08 12:47:05.754611	msedge.exe	9	Afternoon
2021-09-08 12:47:23.818883	explorer.exe	9	Afternoon
2021-09-08 12:47:24.036642	explorer.exe	9	Afternoon
2021-09-08 12:47:24.658674	devenv.exe	9	Afternoon
2021-09-08 12:47:40.205531	msedge.exe	9	Afternoon
2021-09-08 12:49:24.347339	devenv.exe	9	Afternoon
2021-09-08 12:49:30.183843	msedge.exe	9	Afternoon
2021-09-08 12:49:55.678305	devenv.exe	9	Afternoon
2021-09-08 12:50:26.984895	explorer.exe	9	Afternoon
2021-09-08 12:50:27.405768	msedge.exe	9	Afternoon
2021-09-08 12:50:47.532408	explorer.exe	9	Afternoon
2021-09-08 12:50:47.711108	explorer.exe	9	Afternoon
2021-09-08 12:50:48.259901	devenv.exe	9	Afternoon
2021-09-08 12:52:56.128669	explorer.exe	9	Afternoon
2021-09-08 12:52:56.383536	explorer.exe	9	Afternoon
2021-09-08 12:52:56.870810	msedge.exe	9	Afternoon
2021-09-08 12:53:45.955561	explorer.exe	9	Afternoon
2021-09-08 12:53:46.149882	explorer.exe	9	Afternoon
2021-09-08 12:53:46.511186	devenv.exe	9	Afternoon
2021-09-08 12:53:49.525643	explorer.exe	9	Afternoon
2021-09-08 12:53:49.733638	explorer.exe	9	Afternoon
2021-09-08 12:53:51.947363	devenv.exe	9	Afternoon
2021-09-08 12:54:49.954396	explorer.exe	9	Afternoon
2021-09-08 12:54:49.970017	explorer.exe	9	Afternoon
2021-09-08 12:54:50.455336	msedge.exe	9	Afternoon
2021-09-08 12:56:44.939221	WINWORD.EXE	9	Afternoon
2021-09-08 12:57:02.042618	explorer.exe	9	Afternoon
2021-09-08 12:57:02.273072	explorer.exe	9	Afternoon
2021-09-08 12:57:03.486864	WINWORD.EXE	9	Afternoon
2021-09-08 12:57:38.168234	explorer.exe	9	Afternoon
2021-09-08 12:57:38.430914	explorer.exe	9	Afternoon
2021-09-08 12:57:38.861550	msedge.exe	9	Afternoon
2021-09-08 12:57:46.080824	explorer.exe	9	Afternoon
2021-09-08 12:57:46.258536	explorer.exe	9	Afternoon
2021-09-08 12:57:46.315174	WINWORD.EXE	9	Afternoon
2021-09-08 12:58:13.526371	explorer.exe	9	Afternoon
2021-09-08 12:58:13.751074	explorer.exe	9	Afternoon
2021-09-08 12:58:14.130936	msedge.exe	9	Afternoon
2021-09-08 12:58:23.743599	devenv.exe	9	Afternoon
2021-09-08 12:59:24.052239	explorer.exe	9	Afternoon
2021-09-08 12:59:24.325658	explorer.exe	9	Afternoon
2021-09-08 12:59:24.853947	msedge.exe	9	Afternoon
2021-09-08 12:59:30.005958	explorer.exe	9	Afternoon
2021-09-08 12:59:30.082127	devenv.exe	9	Afternoon
2021-09-08 12:59:35.743875	explorer.exe	9	Afternoon
2021-09-08 12:59:35.983116	explorer.exe	9	Afternoon
2021-09-08 12:59:36.047564	msedge.exe	9	Afternoon
2021-09-08 12:59:47.842707	explorer.exe	9	Afternoon
2021-09-08 12:59:48.056560	explorer.exe	9	Afternoon
2021-09-08 12:59:48.192296	devenv.exe	9	Afternoon
2021-09-08 13:01:22.823935	explorer.exe	9	Afternoon
2021-09-08 13:01:23.032904	explorer.exe	9	Afternoon
2021-09-08 13:01:23.912732	msedge.exe	9	Afternoon
2021-09-08 13:01:52.287869	explorer.exe	9	Afternoon
2021-09-08 13:01:52.517346	explorer.exe	9	Afternoon
2021-09-08 13:01:52.942125	devenv.exe	9	Afternoon
2021-09-08 13:01:58.691756	explorer.exe	9	Afternoon
2021-09-08 13:01:58.957363	explorer.exe	9	Afternoon
2021-09-08 13:01:59.267890	msedge.exe	9	Afternoon
2021-09-08 13:05:47.890953	WINWORD.EXE	9	Afternoon
2021-09-08 13:06:48.066992	explorer.exe	9	Afternoon
2021-09-08 13:06:48.302331	explorer.exe	9	Afternoon
2021-09-08 13:06:49.526863	devenv.exe	9	Afternoon
2021-09-08 13:06:53.946498	msedge.exe	9	Afternoon
2021-09-08 13:06:55.997150	devenv.exe	9	Afternoon
2021-09-08 13:20:58.101205	explorer.exe	9	Afternoon
2021-09-08 13:21:37.817395	Code.exe	9	Afternoon
2021-09-08 13:22:36.718898	msedge.exe	9	Afternoon
2021-09-08 13:34:36.775430	explorer.exe	11	Afternoon
2021-09-08 13:34:42.375011	msedge.exe	11	Afternoon
2021-09-08 13:35:46.095196	Teams.exe	11	Afternoon
2021-09-08 13:35:47.596081	explorer.exe	11	Afternoon
2021-09-08 13:35:50.007058	Code.exe	11	Afternoon
2021-09-08 13:36:28.442101	explorer.exe	11	Afternoon
2021-09-08 13:36:29.009445	msedge.exe	11	Afternoon
2021-09-08 13:39:23.531477	explorer.exe	11	Afternoon
2021-09-08 13:39:25.039193	msedge.exe	11	Afternoon
2021-09-08 13:39:26.022529	explorer.exe	11	Afternoon
2021-09-08 13:39:26.041083	explorer.exe	11	Afternoon
2021-09-08 13:39:26.169004	msedge.exe	11	Afternoon
2021-09-08 13:39:26.750021	explorer.exe	11	Afternoon
2021-09-08 13:39:26.931649	explorer.exe	11	Afternoon
2021-09-08 13:39:27.484348	Code.exe	11	Afternoon
2021-09-08 13:39:41.451228	devenv.exe	11	Afternoon
2021-09-08 13:41:30.628010	dwm.exe	10	Afternoon
2021-09-08 13:41:36.704771	devenv.exe	10	Afternoon
2021-09-08 13:55:49.675886	WINWORD.EXE	10	Afternoon
2021-09-08 13:57:49.843505	explorer.exe	10	Afternoon
2021-09-08 13:57:50.427451	devenv.exe	10	Afternoon
2021-09-08 13:58:01.094737	explorer.exe	10	Afternoon
2021-09-08 13:58:01.326169	explorer.exe	10	Afternoon
2021-09-08 13:58:07.021114	TextLogger.exe	10	Afternoon
2021-09-08 13:58:25.654690	devenv.exe	10	Afternoon
2021-09-08 13:58:28.078361	explorer.exe	10	Afternoon
2021-09-08 13:58:28.311746	explorer.exe	10	Afternoon
2021-09-08 13:58:28.617390	WINWORD.EXE	10	Afternoon
2021-09-08 13:58:30.351655	explorer.exe	10	Afternoon
2021-09-08 13:58:30.387785	explorer.exe	10	Afternoon
2021-09-08 13:58:31.070358	Code.exe	10	Afternoon
2021-09-08 13:58:33.443252	WINWORD.EXE	10	Afternoon
2021-09-08 13:59:18.045877	explorer.exe	10	Afternoon
2021-09-08 13:59:18.266556	explorer.exe	10	Afternoon
2021-09-08 13:59:18.804608	devenv.exe	10	Afternoon
2021-09-08 14:03:07.065389	WINWORD.EXE	8	Afternoon
2021-09-08 14:03:24.850384	msedge.exe	8	Afternoon
2021-09-08 14:03:25.472414	WINWORD.EXE	8	Afternoon
2021-09-08 14:03:26.475299	devenv.exe	8	Afternoon
2021-09-08 14:07:26.222629	WINWORD.EXE	8	Afternoon
2021-09-08 14:07:49.786767	explorer.exe	8	Afternoon
2021-09-08 14:07:49.995738	explorer.exe	8	Afternoon
2021-09-08 14:07:50.443952	explorer.exe	8	Afternoon
2021-09-08 14:07:50.444927	devenv.exe	8	Afternoon
2021-09-08 14:13:22.139681	msedge.exe	8	Afternoon
2021-09-08 14:13:26.051538	devenv.exe	8	Afternoon
2021-09-08 14:13:32.903640	msedge.exe	8	Afternoon
2021-09-08 14:16:08.103669	explorer.exe	8	Afternoon
2021-09-08 14:16:08.259908	explorer.exe	8	Afternoon
2021-09-08 14:16:08.799912	devenv.exe	8	Afternoon
2021-09-08 14:16:12.554618	WINWORD.EXE	8	Afternoon
2021-09-08 14:16:25.180700	explorer.exe	8	Afternoon
2021-09-08 14:16:25.525405	explorer.exe	8	Afternoon
2021-09-08 14:16:25.594736	devenv.exe	8	Afternoon
2021-09-08 14:16:37.821492	explorer.exe	8	Afternoon
2021-09-08 14:16:38.062689	explorer.exe	8	Afternoon
2021-09-08 14:16:38.087102	WINWORD.EXE	8	Afternoon
2021-09-08 14:17:29.117037	explorer.exe	8	Afternoon
2021-09-08 14:17:29.326985	explorer.exe	8	Afternoon
2021-09-08 14:17:29.813283	devenv.exe	8	Afternoon
2021-09-08 14:17:39.055855	explorer.exe	8	Afternoon
2021-09-08 14:17:39.264826	explorer.exe	8	Afternoon
2021-09-08 14:17:39.344902	WINWORD.EXE	8	Afternoon
2021-09-08 14:17:46.610059	explorer.exe	8	Afternoon
2021-09-08 14:17:46.864925	explorer.exe	8	Afternoon
2021-09-08 14:17:47.024096	devenv.exe	8	Afternoon
2021-09-08 14:17:52.919225	explorer.exe	8	Afternoon
2021-09-08 14:17:53.143821	explorer.exe	8	Afternoon
2021-09-08 14:17:53.189733	WINWORD.EXE	8	Afternoon
2021-09-08 14:18:01.554492	explorer.exe	8	Afternoon
2021-09-08 14:18:01.835363	devenv.exe	8	Afternoon
2021-09-08 14:18:03.962859	explorer.exe	8	Afternoon
2021-09-08 14:18:04.228468	WINWORD.EXE	8	Afternoon
2021-09-08 14:18:06.628602	explorer.exe	8	Afternoon
2021-09-08 14:18:06.833665	explorer.exe	8	Afternoon
2021-09-08 14:18:06.869797	devenv.exe	8	Afternoon
2021-09-08 14:18:16.594701	explorer.exe	8	Afternoon
2021-09-08 14:18:16.868336	WINWORD.EXE	8	Afternoon
2021-09-08 14:18:30.996388	msedge.exe	8	Afternoon
2021-09-08 14:19:55.677755	explorer.exe	8	Afternoon
2021-09-08 14:19:56.634725	msedge.exe	8	Afternoon
2021-09-08 14:19:57.385653	explorer.exe	8	Afternoon
2021-09-08 14:19:57.401279	explorer.exe	8	Afternoon
2021-09-08 14:19:58.047722	WINWORD.EXE	8	Afternoon
2021-09-08 14:20:05.428108	msedge.exe	8	Afternoon
2021-09-08 14:26:13.397574	WINWORD.EXE	8	Afternoon
2021-09-08 14:26:19.974301	msedge.exe	8	Afternoon
2021-09-08 14:28:29.570503	TextLogger.exe	8	Afternoon
2021-09-08 14:28:29.651579	msedge.exe	8	Afternoon
2021-09-08 14:31:23.187318	IDMan.exe	9	Afternoon
2021-09-08 14:31:23.564250	msedge.exe	9	Afternoon
2021-09-08 14:31:26.928288	IDMan.exe	9	Afternoon
2021-09-08 14:31:27.058185	msedge.exe	9	Afternoon
2021-09-08 14:31:27.310099	IDMan.exe	9	Afternoon
2021-09-08 14:31:28.565879	explorer.exe	9	Afternoon
2021-09-08 14:31:36.501896	WinRAR.exe	9	Afternoon
2021-09-08 14:31:45.465189	Brackets.exe	9	Afternoon
2021-09-08 14:31:48.578269	WinRAR.exe	9	Afternoon
2021-09-08 14:32:00.339235	explorer.exe	9	Afternoon
2021-09-08 14:32:01.600878	msedge.exe	9	Afternoon
2021-09-08 14:34:03.685636	explorer.exe	9	Afternoon
2021-09-08 14:34:06.634664	msedge.exe	9	Afternoon
2021-09-08 14:34:10.438144	explorer.exe	9	Afternoon
2021-09-08 14:34:14.043391	msedge.exe	9	Afternoon
2021-09-08 14:37:07.078194	explorer.exe	9	Afternoon
2021-09-08 14:37:07.108466	explorer.exe	9	Afternoon
2021-09-08 14:37:08.968700	msedge.exe	9	Afternoon
2021-09-08 14:37:09.969611	explorer.exe	9	Afternoon
2021-09-08 14:37:10.124875	explorer.exe	9	Afternoon
2021-09-08 14:37:12.082755	WINWORD.EXE	9	Afternoon
2021-09-08 14:38:39.126014	explorer.exe	9	Afternoon
2021-09-08 14:38:40.865160	devenv.exe	9	Afternoon
2021-09-08 14:38:48.442798	msedge.exe	9	Afternoon
2021-09-08 14:38:49.170294	devenv.exe	9	Afternoon
2021-09-08 14:38:51.512916	WINWORD.EXE	9	Afternoon
2021-09-08 14:38:53.033326	devenv.exe	9	Afternoon
2021-09-08 14:38:54.535183	WINWORD.EXE	9	Afternoon
2021-09-08 14:39:05.350977	msedge.exe	9	Afternoon
2021-09-08 14:40:01.768465	explorer.exe	9	Afternoon
2021-09-08 14:40:02.641455	msedge.exe	9	Afternoon
2021-09-08 14:40:56.282563	explorer.exe	9	Afternoon
2021-09-08 14:40:56.471017	explorer.exe	9	Afternoon
